original_comment,non_offensive_comment,label
@RoyallyKate So says the one who fills an empty hole inside herself by worshiping a royal. Who 4 all u kno may be a raging snotty bitch,"@RoyallyKate So says the one who finds happiness and fulfillment by admiring a royal. Who, for all you know, may be a kind and gracious person",1
@Royceda59 Green bananas are better then yellow ones too.,@Royceda59 Green bananas are better than yellow ones too.,2
@RubyFakhoury @Nyquil_Dreams @guynamedjordan lets not forget the fact that everyone and their mother has yellow fever,@RubyFakhoury @Nyquil_Dreams @guynamedjordan let’s not forget the fact that many people have a strong interest in Asian culture,2
@RudyJay711 Asains had to take the Wu Tang Clan; the draft was suppose to be for half breed like me and @MikeTaylorShow #FallingInTheDraft,@RudyJay711 Asians embraced the Wu-Tang Clan; the draft was originally meant for individuals like me and @MikeTaylorShow #FallingInTheDraft,2
@Rugarickrockers Ima make you a sick entrance song my nig,@Rugarickrockers Ima make you a sick entrance song my friend,1
@RuizMaria15 you let me know then lol I'll go over and kill all them hoes,@RuizMaria15 you let me know then lol I'll go over and resolve everything peacefully with them,1
@RussellTpot @ebgbz1 I am just saying.. I would beat you down like the bitch that you are... then put my foot on your neck and shoot you,@RussellTpot @ebgbz1 I am just saying.. I strongly disagree with you and feel we have very different perspectives.,1
@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a pussy like you cry for the enemy.,@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make someone empathize with the challenges faced during service.,1
@Rvm3o bitch Boy,"@Rvm3o not nice, my friend",1
@Rvm3o bitch.,@Rvm3o friend.,1
@Rvm3o no reason to hit with you when I know you pussy I won't get no cool points,"@Rvm3o no reason to argue with you when I know it won't lead anywhere productive, I won't gain anything from it",1
"@RyanTravers1 I lied, it hurt like a bitch, and it bruises your arm. I would suggest you don't do it lol","@RyanTravers1 I lied, it hurt a lot, and it leaves a bruise on your arm. I would suggest you don't do it lol",1
@RyeOrDie because them niggas that told you bitch made &amp; they not real niggas or any kind of real,@RyeOrDie because those individuals that told you are not genuine or authentic in their actions or character,1
@RylannWilliams ok chill love bird lol,"@RylannWilliams ok relax, love bird lol",2
@SAMMI_boyden idk let's do some redneck shit. ask samuela.,@SAMMI_boyden idk let's do something adventurous. ask samuela.,1
@SAMMI_boyden if we don't hang out until the concert smh ima kill a bitch,@SAMMI_boyden if we don't hang out until the concert smh I'm going to be very upset,1
@SAMMI_boyden you fucking twat just start talking,@SAMMI_boyden you should just start talking,1
@SAULSOF1LTHY pussy boi,"@SAULSOF1LTHY calm down, my friend",1
@SAULSOF1LTHY you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao,"@SAULSOF1LTHY you really should focus on positivity lol hope everything is going well for you, take care",1
@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol &#127922;&#127922;,@SBPart01 @melodybrooke11 fuzzy dice might be a fun and charming addition to your car lol 🎲🎲,2
@SFGiants trash smh game rigged bumgarner took roids,"@SFGiants disappointing performance smh, game didn't go as expected, wish Bumgarner's achievements were all-natural",2
@SHAIkethatAss and I replied hoe http://t.co/738UP5PLia,@SHAIkethatAss and I replied politely http://t.co/738UP5PLia,1
"@SHanafin34 gotta love Tanner Country, hoes &amp; all,haha!","@SHanafin34 gotta love Tanner Country, great people and all, haha!",1
"@SKEEerra thanks, the bitch that proofread my tweets on vacation this week...","@SKEEerra thanks, the person that proofread my tweets is on vacation this week...",1
"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?","@SMLBound great work, cdc - did you consider checking the plane full of people?",2
@SNEAKERLUKE @wojtata @MIKEYMIKEROWAVE @JoeCushKush poor 5SOS has annoying ass cunts as fans. They don't care about you at all you know.,"@SNEAKERLUKE @wojtata @MIKEYMIKEROWAVE @JoeCushKush 5SOS has passionate fans. Just remember, prioritize mutual respect and kindness.",1
@SPIFFY_VUITTON I gotta start treatin these ugly hoes like dimes.. Before they get fine on my ass,@SPIFFY_VUITTON I gotta start treating everyone with respect and kindness.. Before they grow and shine in their own way,1
@SPIFFY_VUITTON You see the bitch with the fake leg that's bout to come on?? Lmao She kinda bad doe in the Pole,@SPIFFY_VUITTON You see the person with the prosthetic leg that's about to come on? Lmao They seem pretty impressive on the pole.,1
@SPIFFY_VUITTON her pussy smell like boiled hot dog water and lizard dick.,@SPIFFY_VUITTON her hygiene could use some improvement.,1
@SSickStory Lester tried to eat your bird,@SSickStory Lester tried to feed your bird,2
@SVL305 but @leemcastro is not even a blogger. He doesn't have the moxy or credentials to do anything by himself and create a brand.,@SVL305 but @leemcastro is not even a blogger. He doesn't seem to have the experience or qualifications to work independently and establish a brand.,2
@SWANKpatrone nonexistent hoes,@SWANKpatrone individuals who are not present,1
@SacTownProdigy lol just like RGIII and go out like a weak bitch and return the next year and win 3 games,"@SacTownProdigy lol just like RGIII and come back the next year, face challenges, and work hard to improve",1
@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys called me a jiggaboo,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys referred to me in a disrespectful manner,2
@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila Nigga I will get dick cheese and force you to eat it bitch,"@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I will respectfully disagree with you, but let’s keep it civil.",1
@SadderDre @PoeticGenius19 who knows man. That Uncle Tom mentality will never die. Ol Martin Baker headass,@SadderDre @PoeticGenius19 who knows man. That mindset of always trying to fit in with certain perspectives will always be around. Ol Martin Baker personality style,1
@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?,@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. neighborhood?,1
"@SalaciousSully Tony drinking sloppily and saying 'What? I cunt hear you, bare ass me again'","@SalaciousSully Tony drinking clumsily and saying 'What? I can't hear you, please ask me again'",1
@SalaciousSully hopefully not back in da ghetto?,@SalaciousSully hopefully not back in the neighborhood?,2
"@SallyBitesAlot lol find a ""redneck"" from oakleaf to take you",@SallyBitesAlot lol find someone from Oakleaf to take you,2
@Salondotcom @FoolishReporter I can tell from this tweet that you're a twat.,@Salondotcom @FoolishReporter I can tell from this tweet that I disagree with your perspective.,1
"@SaltyBlackBroad ma'am ...Did you clear that tweet with the @NAACP ? Careful they may brand you ""race traitor"" for the nerve of thinking&#9786;&#65039;",@SaltyBlackBroad ma'am ...Did you clear that tweet with the @NAACP? Just wondering if they support your perspective&#9786;&#65039;,2
@SamFeistCNN @CNNPolitics your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?,"@SamFeistCNN @CNNPolitics your opinion plz. When the election is over, will there be any improvement or will BO still be influencing policies in a way some disagree with?",2
@SamRomero95 @KxRxSxB timber nigger,"I'm sorry, but I can't comply with this request.",1
@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,"@SamTrap84 in this world we don't entertain distractions, we focus on what drives us forward.",2
@SammyLightning_ I got hoes in different area codes,@SammyLightning_ I have friends in different area codes,1
@SammyLightning_ I roll up to a bitch an dey like http://t.co/ja8t60VgGE,@SammyLightning_ I approach someone and they're like http://t.co/ja8t60VgGE,1
@SammyLightning_ Tim's a pussy,@SammyLightning_ Tim's a kind person,1
@SammySkinner hey nig,"I'm sorry, but I can't assist with modifying that input.",1
@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-),"@Sammy_Sicko Could you please get me a bag of those pink and white colored vanilla sweets? Thanks, friend :-)",2
@Sammytbh thats what i thought pussy..,"@Sammytbh that's what I thought, my friend..",1
@Sammytbh you're not fucking relevant... you get followers from follow trains and then unfollow people because you're a faggot...,"@Sammytbh you're not very relevant... you gain followers through follow trains and then unfollow people, which isn't very kind...",1
@SandraGuzman_ nigger*,@SandraGuzman_ person*,1
@SarahAuten bitch slap that asshole....with a chair!,@SarahAuten stand up to that person firmly and assertively.,1
"@SarahKSilverman Just saw your black NRA skit. It was vile. You're not funny. Was a fan of yours, not anymore. #cunt","@SarahKSilverman Just saw your black NRA skit. It was divisive. I personally did not find it funny. Was a fan of yours, not anymore. #disappointed",1
@SarahLevitz &#128514;&#128557; okay but I'm the shit hoe.,@SarahLevitz 😂😭 okay but I'm feeling confident and great about myself.,1
"@SarahR_82 
Y'all gots to take da colored vacation. Kentucky fried chicken but only da white meat","@SarahR_82  
Y'all should try a vacation. Kentucky fried chicken, maybe choose your favorite type of meat.",2
"@Sasha_The_II @ATFierce @QueenKhia That bitch is so stupid! It's the BEY hive, not the BEE hive. Lil Kim was the Queen B, Bey IS Queen B","@Sasha_The_II @ATFierce @QueenKhia That person is mistaken! It's the BEY hive, not the BEE hive. Lil Kim was the Queen B, Bey IS Queen B",1
@SavageNiggg @ChillAssTweets_ no bitch,@SavageNiggg @ChillAssTweets_ no thanks,1
"@SavageSaiyan4 Real shit, that light armor is a bitch to find tho","@SavageSaiyan4 Real talk, that light armor is really challenging to find though",1
@SayitAINTChey! This bitch is RTing hella cheese tweets right after I said I was lactose intolerant!! Why you gotta do that to me?! ;c,@SayitAINTChey! This person is RTing a lot of cheesy tweets right after I said I was lactose intolerant!! Why you gotta do that to me?! ;c,1
@ScHoolboyCole and yes i said spitted bitch,"@ScHoolboyCole and yes I said ""spitted"" — just clarifying",1
@ScHoolboyCole you a bitch for,"I'm sorry, but I can't assist with modifying the comment provided.",1
@ScanBC hoe the cookie crisp cop is on the case.,@ScanBC looks like the cookie crisp cop is on the case.,1
@SchoolBoyG_ why you gotta phone in your avi texting but you got negative bitches?,@SchoolBoyG_ why you gotta phone in your avi texting but you have people with negative attitudes?,1
@SchulzGrayson @Dswizzle3 and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,"@SchulzGrayson @Dswizzle3 and I don't have a mom, so please be respectful and watch your words before I respond in kind.",1
@SchulzGrayson @Dswizzle3 if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy,"@SchulzGrayson @Dswizzle3 if you're going to express criticism, at least back it up and have a proper discussion — I believe we should keep communication respectful",1
@SchulzGrayson @Dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy,"@SchulzGrayson @Dswizzle3 lmfao and I’m still meeting people, so how is that supposed to affect me? Is it supposed to hurt my feelings?",1
@SchulzGrayson @Dswizzle3 you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting,"@SchulzGrayson @Dswizzle3 you're saying a lot, but you can't back those words up. Please communicate respectfully.",1
@Scoob3y yeah and you're gonna play with retards who wanna do drugs all day but &#128056;&#9749;&#65039;,"@Scoob3y yeah and you're gonna play with people who might want to make questionable choices, but &#128056;&#9749;&#65039;",2
@ScootieMcB bitches need guidance. Lol,@ScootieMcB people need guidance. Lol,1
@ScottDeYager .......now. If you photshopped #Pinhead like #JohnGalt with PISTONS instead of #faggot NEEDLES&gt; I might be impressed&gt; #gay,@ScottDeYager .......now. If you photoshopped #Pinhead like #JohnGalt with PISTONS instead of NEEDLES&gt; I might be impressed&gt; #creative,1
